Name,Name2,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key
Brenda García - Puebla,Brenda García,Puebla W,2023/2024,1218,Lateral,0,0,0.02,0.06,0.3,0,25,0,0,0,0,0.03,0.37,0,0.03,0.37,0,0,0,0,0.04,0.66,-0.04,0.3,0.07,0.22,25,0.81,0,0.89,1.11,2.14,1.59,3.99,2.91,18.32,8.5,0.02,6.28,29.49,1.85,9.09,2.44,4.58,63,1.67,3.26,0.89,35,1.4,54,1.11,0.07,15,11.09,3.62,1.92,0.3,32.8,2.88,19,0.52,27,0.15,0,0,33.39,72,2.73,6,44,4.58,5.61,15,68,-4,36.41,2.36,0.12,0.19,26.3,94,4,3.25,0.44,0.37,0.07,0,0.52,0.89,0.07,0,0,0,0,34,60,6,30,61,9,21.87,18.86,0.91,92,-3.01,19.8,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,1.97,21,0.06,0.04,0.11,-0.01,0,0.2,
Brenda Navarro,Brenda Navarro,Pumas UNAM W,2023/2024,235,Lateral,0,0,0.01,0.02,0.38,0,100,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.38,-0.01,1.91,1.15,0.77,60,0,0,1.15,1.53,6.89,3.59,5.74,3.54,22.21,11.87,0.03,4.98,34.23,4.6,11.87,4.6,11.49,67,2.59,6.17,0.38,45,2.3,57,1.53,0,17.23,9.28,3.45,3.06,0,37.02,4.21,24,1.91,63,0,0,0,24.51,66,1.15,22,50,5.74,2.3,23,56,-11,45.83,3.06,0.51,0.51,22.6,88,5.11,1.91,0,0,0,0,0,0,0.38,0,0,0,0,40,55,5,20,80,0,16.53,13.08,0.96,119,-3.44,15.87,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,1.11,8,-0.01,0.06,0.01,-0.01,0,0.05,
Briseida Velasquez,Briseida Velasquez,Toluca W,2023/2024,434,Lateral,0,0,0,0.01,0.21,0,100,0,0,0,0,0.01,0.21,0,0.01,0.21,0,0,0,0,0.01,0.41,-0.01,0.41,0.21,0.21,50,0.83,0,1.24,1.24,0.41,0.54,2.49,2.51,21.34,10.15,0.05,5.6,33.01,2.9,11.4,1.87,2.28,53,2.06,2.6,1.45,11,1.66,45,1.04,0,18.44,18.86,3.52,4.56,0.62,34.53,4.77,26,2.9,64,0.21,0,0,37.3,61,0.62,7,27,2.9,1.87,12,62,1,46.96,5.8,0.39,0.39,32.12,94,5.31,5.6,0.41,0.41,0,0,0.41,0.83,0,100,0.62,38,0.21,33,62,5,41,59,0,16.99,17.25,0.94,95,0.27,15.96,16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,2.53,21,0.04,0.09,0.15,0,0,0.28,
Carol Alicia Acuña Vázquez,Carol Alicia Acuña Vázquez,América W,2023/2024,115,Lateral,0,0,0.02,0.02,0.78,0,0,0,0,0,0.78,0.33,0.78,0.78,0.33,0.78,0,0,0,0.78,0.35,1.56,0.43,3.9,1.56,2.34,40,0.78,0,0,3.12,1.56,1.87,2.34,2.9,13.26,5.46,0,3.12,49.42,3.9,7.8,1.56,3.12,67,1.87,3.75,0.78,50,0.78,0,0,0,10.92,13.29,3.12,5.46,0.78,50.27,5.46,50,4.68,86,0,0,0,42.11,70,3.12,26,36,2.34,8.58,6,50,-20,45.31,7.02,0.44,0.77,36.66,91,6.02,6.24,1.56,0.78,0.78,0,0,0.78,0.78,0,0,0,0,28,66,6,50,50,0,20.26,16.08,0.9,113,-4.18,18.18,18.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,4.6,31,0.15,0.05,0.02,-0.04,0,0.18,
Celeste Guevara Ortega,Celeste Guevara Ortega,Santos Laguna W,2023/2024,714,Lateral,0.13,0.13,0.11,0.06,1.77,7,21,2,0,0.06,0.25,0.08,0.88,0.25,0.07,0.63,0,0.01,0.25,0.38,0.19,2.65,0.19,0.63,0.25,0.38,40,0,0,0.38,1.01,1.14,1.04,4.29,3.59,18.92,8.32,0.04,4.16,33.99,4.54,11.6,3.03,4.16,80,2.79,3.83,0.38,62,0.76,69,1.14,0,15.51,11.25,2.4,2.14,0.25,37.2,4.92,32,1.01,47,0.25,0,0,24.09,67,1.14,12,29,4.41,3.78,12,55,-12,52.77,4.54,0.21,0.24,20.05,93,4.4,5.55,1.01,0.76,0.25,0.25,1.64,2.4,0.13,50,0.5,44,0.25,39,59,1,36,61,2,19.68,15.42,0.87,72,-4.25,17.14,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,2.84,24,0.21,0.08,0.02,-0.09,0,0.22,
Claudia Gabriela Anguiano Flores,Claudia Gabriela Anguiano Flores,Querétaro W,2023/2024,1754,Lateral,0.05,0.05,0.01,0.08,0.15,33,67,0,0,0.05,0.05,0.01,0.41,0.05,0.01,0.31,0,0,0.1,0.1,0.02,0.56,0.08,0.41,0.31,0.1,75,0.72,0,0.51,0.72,2.16,1.44,2.46,1.59,16.27,6.98,0.01,4.05,32.43,2.46,9.75,2.36,4.52,55,1.68,3.13,1.13,40,1.9,29,0.36,0,12.78,8.55,2.41,1.74,0.15,36.57,3.85,30,0.97,56,0.26,0,0,21.29,77,0.51,25,43,2.57,1.08,17,79,2,43.79,2.46,0.19,0.2,15.96,93,4.05,2.57,0.26,0.1,0.15,0,0.1,0.21,0.05,20,0.05,33,0,37,57,6,38,56,6,16.56,13.42,0.95,102,-3.14,15.77,13.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,3.14,20,0.09,0.04,-0.01,0.03,0,0.15,
Cristina Torres,Cristina Torres,Mazatlán W,2023/2024,2589,Lateral,0.1,0.1,0.09,0.07,1.22,9,31,2,0,0.03,0.03,0.09,0.73,0.03,0.06,0.59,0,0.02,0.14,0.14,0.17,1.95,-0.04,3.79,2.47,1.32,65,1.18,0,2.78,3.41,2.02,1.01,1.39,0.66,20.96,9.97,0.01,3.96,40.42,3.27,8.52,2.4,4.41,66,1.12,2.13,1.01,41,1.22,55,0.56,0,17.66,8.95,2.54,2.78,0.21,43.87,6.81,39,1.53,55,0.17,0,0.03,20.33,63,0.87,80,30,1.6,2.71,23,65,2,46.37,1.84,0.26,0.31,23.91,78,6.07,2.36,0.52,0.31,0.21,0.14,1.36,1.67,0.07,60,0.45,31,0.17,30,60,10,28,63,9,18.46,14.16,0.91,99,-4.29,16.84,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,3.01,32,0.1,0.06,0.04,-0.04,0,0.16,
Cynthia González,Cynthia González,Guadalajara W,2023/2024,74,Lateral,0,0,0.13,0.03,3.66,0,33,5,0,0.03,0,0,0,0,0,0,0,0,0,0,0.13,3.66,-0.13,6.11,6.11,0,100,1.22,0,3.66,6.11,0,0,2.44,2.04,31.76,14.66,0,10.99,49.68,9.77,14.66,2.44,2.44,33,4.04,4.04,2.44,25,4.89,0,0,0,26.87,37.76,8.55,8.55,1.22,49.17,13.44,50,6.11,71,0,0,0,35.42,57,0,0,0,2.44,4.89,20,67,10,65.46,4.89,0.26,0.26,42.75,80,7.88,14.66,3.66,3.66,0,0,1.22,4.89,0,33,1.22,33,0,27,67,7,25,75,0,20.33,13.35,0.8,117,-6.98,16.36,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,3.66,17,0.21,0.29,-0.01,-0.09,0,0.4,
Dana Trejo,Dana Trejo,Guadalajara W,2023/2024,1327,Lateral,0.27,0.27,0.15,0.07,2.1,13,39,4,0,0.14,0.07,0.03,0.54,0.07,0.03,0.54,0,0,0,0.34,0.18,2.64,0.16,4.54,2.64,1.9,58,1.56,0,3.46,4.61,1.08,1.25,0.47,0.58,19.05,6.17,0,2.71,55.27,4.14,6.98,1.56,2.64,72,2.02,3.27,1.36,36,0.61,35,0.75,0,16.14,19.11,1.9,4.81,0.27,56.34,9.7,60,3.66,76,0.07,0,0,19.94,71,0.41,20,55,0.54,0.68,31,69,-2,58.7,3.12,0.43,0.49,28.55,75,6.6,6.31,0.41,0.41,0,0.27,3.46,3.87,0,33,0.27,19,0.81,13,72,15,12,72,16,14.4,12.47,1.03,112,-1.93,14.81,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,4,23,0,0.11,0.01,-0.03,0,0.1,
Daniela Janet Monroy Cortez - Cruz Azul,Daniela Janet Monroy Cortez,Cruz Azul W,2023/2024,1604,Lateral,0.06,0.06,0.06,0.13,0.45,13,50,0,0,0.04,0.11,0.11,1.74,0.06,0.08,1.18,0.06,0.03,0.56,0.17,0.17,2.19,0,1.46,0.95,0.51,65,0.84,0,0.73,1.35,1.46,1.35,2.86,2.59,16.61,8.36,0.02,4.55,38.58,2.58,8.92,1.63,3.09,74,1.65,3.01,0.95,53,0.56,54,0.73,0,14.03,13.77,2.86,2.69,0.34,42.4,5.22,37,1.46,54,0.22,0,0,34.34,74,3.31,7,43,3.03,7.46,12,80,6,47.43,5.27,0.47,0.53,29.85,94,4.43,7.35,2.41,1.4,1.01,0,0.39,1.8,0.11,35,0.95,40,0.06,42,53,5,31,63,7,21.35,15.13,0.89,98,-6.22,19.02,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,5.87,41,0.27,0.06,0,-0.05,0,0.28,
Daniela Janet Monroy Cortez - Monterrey,Daniela Janet Monroy Cortez,Monterrey W,2023/2024,414,Lateral,0,0,0,0.01,0.43,0,0,0,0,0,0,0.11,1.3,0,0.11,1.3,0,0,0,0,0.11,1.74,-0.11,2.17,1.74,0.43,80,0.65,0,0.87,1.3,1.09,1.52,1.96,2.8,14.14,5.87,0.09,3.48,40.72,6.31,12.61,2.17,3.26,100,3.35,4.87,2.17,100,0,38,0.65,0,9.79,15.58,2.61,2.39,0,45.09,4.78,49,2.17,91,0,0,0.22,46.76,83,4.35,8,71,2.17,5.87,8,78,-5,52.81,9.13,0.68,0.75,40.88,95,5,16.53,1.96,1.74,0.22,0.43,0.65,2.39,0.22,56,1.3,40,0.43,32,63,5,43,53,4,19.42,13.63,0.97,114,-5.79,18.75,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,8.52,35,0.36,0.09,0.04,-0.01,0,0.48,
Daniela María Cruz Mejía,Daniela María Cruz Mejía,Atlas W,2023/2024,1931,Lateral,0,0,0.01,0.04,0.33,0,0,0,0,0,0.14,0.08,0.89,0.14,0.07,0.65,0,0.01,0.23,0.14,0.1,1.21,0.04,1.72,0.98,0.75,57,1.35,0.05,1.77,2,2.1,1.92,2.1,1.93,18.5,8.11,0.02,5.59,39.69,3.64,9.55,2.89,4.99,76,2.81,4.73,0.79,59,0.93,41,0.65,0,14.82,13.47,3.36,2.66,0.33,43.04,5.73,39,1.91,72,0.19,0,0,32.48,67,2.24,43,33,2.98,5.97,14,60,-7,50.3,4.15,0.28,0.35,30.62,89,5.18,5.27,1.12,0.61,0.51,0.14,0.61,1.21,0.09,46,0.61,26,0.19,41,52,7,45,44,11,21.16,18.9,0.85,92,-2.26,18.03,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,4.52,29,0.18,0.1,0.12,-0.02,0,0.38,
Daniela Mendoza,Daniela Mendoza,Atlético San Luis W,2023/2024,19,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,3.54,4.62,3.54,9.25,0,0.2,4.62,22.62,0,4.62,0,4.62,0,0,3.54,0,0,0,0,0,0,9.25,7.07,4.62,0,0,13.1,0,0,0,0,0,0,0,18.49,67,0,0,0,4.62,0,17,100,33,42.16,0,0,0,9.25,100,0.91,0,0,0,0,0,0,0,0,0,0,0,0,67,33,0,0,0,0,21.18,17.27,0.71,100,-3.92,15.07,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1.85,13,0.15,0.01,0.1,0,0,0.26,https://drive.google.com/uc?id=1T2qVyNz8p62RhU9ebSFi3lYoFaywTLza
Daniela Ramos,Daniela Ramos,Necaxa W,2023/2024,24,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,3.68,1.29,25.73,25.73,0,7.35,21.27,0,3.68,0,0,0,0,0,3.68,0,11.03,0,0,0,22.06,5.91,3.68,0,0,22.99,0,0,0,0,0,0,0,11.03,60,0,0,0,3.68,0,20,0,-60,69.89,3.68,0.03,0.03,14.7,75,1.48,3.68,0,0,0,0,0,0,0,0,0,0,0,60,40,0,100,0,0,12.61,2.1,0.95,0,-10.51,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0.37,7,0.04,-0.01,0.13,0,0,0.16,https://drive.google.com/uc?id=1V9i3VkG3I_42CTKcWiF9jxpj-BJGpdnx
Denisse Rivera ,Denisse Rivera ,Atlético San Luis W,2023/2024,486,Delantera,0,0,0.02,0.03,0.56,0,33,0,0,0.02,0,0.03,0.37,0,0.01,0.19,0,0.02,0.19,0,0.04,0.93,-0.04,2.22,1.11,1.11,50,1.67,0,2.22,2.78,2.04,2.13,2.78,2.04,23.91,9.27,0,5.56,42.4,3.89,9.64,2.22,4.26,50,1.82,3.95,1.3,33,2.22,73,2.97,0,20.39,17.21,3.34,4.45,0.56,45.96,8.53,42,3.15,71,0.19,0,0,25.39,61,1.67,3,43,3.34,3.34,19,43,-18,51.02,3.52,0.2,0.2,25.21,82,4.79,2.97,0.93,0.19,0.74,0.19,1.67,1.85,0,0,0,0,0.37,47,43,10,31,56,13,18.72,14.28,0.95,99,-4.44,17.87,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,4.95,34,0.25,0.07,0.02,-0.02,0,0.33,https://drive.google.com/uc?id=16ys7qp_l4L6QhcLbGDPF9__WNyqF4qwr
Destinee Manzo,Destinee Manzo,América W,2023/2024,102,Lateral,0,0,0.01,0.01,0.89,0,0,2,0,0,0,0.29,2.66,0,0.29,2.66,0,0,0,0,0.3,3.55,-0.3,2.66,1.77,0.89,67,0,0,0,5.32,0,0,0.89,1.24,13.29,3.55,0,4.43,52.29,4.43,7.09,1.77,1.77,29,2.87,2.87,0.89,17,4.43,50,0.89,0,10.64,17.19,2.66,5.32,0,55.67,5.32,50,1.77,33,0,0,0,27.47,76,0.89,26,25,0.89,3.55,15,80,4,67.44,1.77,0.65,0.66,23.93,81,2.49,13.29,1.77,0.89,0.89,0,1.77,2.66,0,50,0.89,33,0,15,71,15,7,80,13,19.14,18.73,0.9,100,-0.4,17.17,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4.96,22,0.23,-0.1,0.04,-0.03,0,0.13,
Diana Guatemala,Diana Guatemala,Toluca W,2023/2024,2102,Lateral,0,0,0.05,0.04,1.11,0,27,2,0,0.04,0.17,0.08,0.64,0.17,0.08,0.64,0,0,0,0.17,0.13,1.76,0.04,2.7,1.33,1.37,49,1.07,0,2.06,2.95,1.88,1.71,1.5,1.42,25.05,12.2,0.02,8.01,38.41,4.03,10.19,3.25,5.14,62,3.16,4.87,0.73,43,1.97,50,0.43,0.04,21.15,19.63,5.4,3.9,0.43,40.47,6.94,33,2.4,62,0.13,0,0,25.86,75,0.47,23,35,1.8,1.03,23,68,-7,51.87,3.47,0.39,0.47,27.58,84,6.29,6.21,0.39,0.34,0.04,0.21,0.98,1.33,0.04,44,0.17,36,0.3,26,60,14,19,70,12,14.97,12.74,0.96,100,-2.23,14.33,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,3.88,26,0.06,0.11,-0.03,-0.02,0,0.12,
Diana Laura García Salgado,Diana Laura García Salgado,Cruz Azul W,2023/2024,26,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,6.81,0,0,0,0,34.05,10.21,0,10.21,54.05,3.4,6.81,0,0,0,0,0,3.4,0,3.4,0,0,0,30.64,26.12,6.81,10.21,0,56.71,17.02,56,10.21,100,0,0,0,44.26,77,0,10,0,0,3.4,54,86,9,58.83,0,0.42,0.42,54.48,75,2.22,17.02,0,0,0,0,0,0,0,0,0,0,0,8,69,23,20,60,20,12.63,9.29,0.87,101,-3.34,11.02,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,10.21,60,-0.17,-0.03,0.02,0,0,-0.18,
Dorian Montserrat Hernández García,Dorian Montserrat Hernández García,Guadalajara W,2023/2024,953,Lateral,0.09,0.09,0.08,0.04,1.98,5,57,2,0,0.12,0.47,0.35,3.4,0.47,0.31,3.02,0,0.04,0.38,0.57,0.43,5.38,0.13,1.98,1.13,0.85,57,0.28,0,2.17,2.46,0.85,1.18,0.85,1.02,18.8,9.54,0,3.68,49.08,5.38,9.82,1.89,2.74,63,2.47,3.66,1.13,45,1.13,60,0.57,0,15.78,20.5,2.55,3.21,0.38,50.48,8.41,53,2.46,76,0,0,0.09,38.26,67,2.93,78,60,1.13,4.63,14,69,2,59.58,6.14,0.77,1.01,37.03,89,6.19,11.9,3.21,2.65,0.57,0.47,3.87,6.52,0.19,62,2.65,35,0.85,20,69,11,28,63,10,19.49,13.71,0.95,100,-5.78,18.54,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,10.17,44,0.37,0.12,0,0.02,0,0.51,
Edith Deyanira Carmona Castillo,Edith Deyanira Carmona Castillo,Cruz Azul W,2023/2024,2136,Lateral,0.04,0.04,0.04,0.06,0.63,7,40,1,0,0.04,0.13,0.08,0.59,0.13,0.08,0.46,0,0,0.13,0.17,0.11,1.22,0.06,2.44,1.35,1.1,55,1.14,0.04,1.9,3.5,2.4,2.26,2.28,2.1,30.09,12.35,0.01,6.28,37.94,4.17,12.81,3.92,6.32,70,3.39,5.65,0.59,48,1.69,44,0.46,0.04,25.58,22.26,4.21,5.23,0.34,40.57,8.81,34,2.78,53,0.17,0,0,28.49,73,1.01,54,38,2.91,2.02,20,70,-3,45.66,3.83,0.27,0.3,29.12,83,4.84,4.76,0.34,0.29,0.04,0.08,0.76,1.05,0.04,50,0.25,43,0.08,37,56,7,39,57,4,16.94,15.27,0.94,104,-1.67,16.01,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,3.19,23,0.1,0.06,-0.02,-0.02,0,0.12,
Emili Bautista,Emili Bautista,Juárez W,2023/2024,640,Lateral,0,0,0.01,0.02,0.42,0,0,0,0,0,0.14,0,0.14,0.14,0,0.14,0,0,0,0.14,0.01,0.56,0.13,0.56,0.42,0.14,75,0.56,0,0.28,0.56,0.7,0.7,3.1,2.9,16.89,6.47,0.02,3.8,38.56,3.1,8.72,1.83,2.53,81,1.66,2.36,1.55,57,0.42,50,0.56,0,13.51,13.11,2.25,2.39,0.56,41.07,4.93,36,1.55,65,0.56,0,0,28.43,72,2.25,7,52,3.94,3.52,13,69,-4,47.25,4.08,0.47,0.47,21.67,96,3.1,5.77,0.7,0.7,0,0,0.14,0.84,0.14,20,0.28,25,0,44,51,5,56,44,0,19.92,19.91,0.95,99,-0.01,18.89,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,3.34,24,0.14,0.04,0.03,-0.02,0,0.18,
Esbeydi Viridiana Salazar Suaste,Esbeydi Viridiana Salazar Suaste,Guadalajara W,2023/2024,1012,Lateral,0.18,0.18,0.22,0.11,1.96,9,27,4,0,0.2,0.09,0.25,2.22,0.09,0.25,2.13,0,0,0.09,0.27,0.47,4.18,-0.2,2.93,1.42,1.51,48,0.44,0,2.4,3.47,0.62,0.66,0.36,0.41,20.45,7.56,0,3.29,55.3,4.62,7.82,1.96,2.58,65,2.32,2.98,0.36,43,1.07,37,0.62,0,18.14,19.15,3.2,4.89,0.36,56.38,10.85,60,3.47,71,0,0,0,23.12,67,0.36,23,24,0.62,1.24,29,73,5,61.2,1.96,0.59,0.86,25.7,81,5.36,7.29,0.71,0.71,0,1.16,7.2,7.91,0.27,0,0.36,25,2.05,17,70,13,22,63,15,16.48,15.09,0.91,97,-1.4,14.96,14.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,5.99,36,0.06,0.15,0.03,0,0,0.23,
Fátima Arellano,Fátima Arellano,Mazatlán W,2023/2024,576,Lateral,0,0,0,0,0,0,0,0,0,0,0.16,0.11,0.47,0.16,0.11,0.47,0,0,0,0.16,0.11,0.47,0.05,0.78,0.31,0.47,40,0.78,0,1.41,1.56,0.78,0.28,2.66,1.05,22.18,10,0,4.22,39.2,2.66,9.06,1.41,2.19,56,0.56,0.84,1.25,30,1.09,36,0.62,0,19.52,7.8,2.34,2.97,0,40.29,5.15,26,1.25,42,0,0,0,19.84,53,1.25,16,35,2.66,3.59,17,48,-5,48.77,1.41,0.03,0.13,14.68,81,2.82,2.5,0.31,0.31,0,0.16,0.16,0.47,0,50,0.31,67,0.16,48,46,6,44,44,13,20.53,13.52,0.92,95,-7.01,18.88,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,2.19,22,0.02,0.01,0.02,0,0,0.05,
Fátima Del Carmen Delgado Cortés,Fátima Del Carmen Delgado Cortés,Querétaro W,2023/2024,2619,Lateral,0.07,0.07,0.09,0.09,0.93,7,37,1,0,0.08,0,0.06,0.69,0,0.06,0.65,0,0,0.03,0.07,0.14,1.61,-0.08,1.86,1.17,0.69,63,1.17,0,1.17,2.85,1.82,1.16,1.55,1.09,22.44,8.83,0.02,5.15,42.81,4.64,10.58,2.71,4.54,72,1.95,3.11,1.03,52,1.07,48,0.82,0,18.69,13.3,3.85,3.64,0.27,45.11,7.94,42,2.41,66,0.07,0.03,0,26.6,69,0.76,18,40,1.79,1.65,20,61,-8,52.51,2.2,0.34,0.38,25.12,85,5.3,5.26,0.65,0.58,0.07,0.27,1.92,2.51,0.03,53,0.45,32,0.27,26,64,10,19,67,14,15.62,12.95,0.96,94,-2.68,15.04,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,3.81,24,0.07,0.07,0.03,0,0,0.18,
Gabriela Valenzuela Chaparro,Gabriela Valenzuela Chaparro,Guadalajara W,2023/2024,2121,Lateral,0.25,0.25,0.29,0.12,2.46,10,43,2,0,0.38,0.17,0.2,1.87,0.17,0.2,1.82,0,0,0.04,0.42,0.49,4.33,-0.06,2.55,1.57,0.98,62,1.23,0,2.21,4.07,0.98,1.06,1.27,1.44,18.16,7.17,0.01,3.82,52.16,6.15,9.84,2.5,3.48,74,3.34,4.4,0.64,47,0.89,67,1.82,0,15.02,18.74,2.38,4.75,0.68,54.83,8.49,56,3.35,71,0,0,0,39.29,68,1.74,24,45,1.87,3.31,20,62,-6,57.34,3.78,0.77,1.01,38.02,86,5.29,11.37,1.36,1.27,0.08,1.02,7.3,8.57,0.13,72,1.74,41,1.23,22,64,15,18,68,14,18.3,14.69,0.95,96,-3.61,17.37,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,6.83,32,0.11,0.15,0.02,0.08,0,0.36,
Giselle Parra,Giselle Parra,Pachuca W,2023/2024,306,Lateral,0.29,0.29,0.03,0.03,0.88,33,33,1,0,0.04,0.29,0.1,0.29,0.29,0.1,0.29,0,0,0,0.59,0.12,1.17,0.46,0.59,0.29,0.29,50,0,0,1.76,0.88,1.47,2.16,1.17,1.98,22.91,9.1,0,6.46,44.98,3.52,7.05,2.06,3.52,78,2.45,4.6,1.47,60,0.59,40,0.59,0,19.38,25.53,4.99,4.99,1.17,43.78,8.22,42,4.41,88,0.29,0,0,38.18,70,1.47,70,42,1.47,3.23,12,53,-17,53.92,4.7,0.53,0.55,33.48,92,3.45,7.93,0.59,0.29,0.29,0,1.47,1.76,0,50,0.29,13,0.29,29,61,9,19,67,15,18.78,14.84,0.93,105,-3.94,17.44,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,4.9,23,0.1,0.01,0,-0.02,0,0.1,
Isabela Esquivias,Isabela Esquivias,León W,2023/2024,3328,Lateral,0.05,0.05,0.07,0.1,0.68,8,24,1,0,0.05,0.03,0.09,0.89,0.03,0.07,0.68,0,0.02,0.22,0.08,0.16,1.57,-0.07,1.14,0.57,0.57,50,0.7,0,0.87,1.57,1.08,1.18,2.06,1.98,15.8,6.03,0.03,5.11,37.2,3.54,9.39,1.97,3.06,60,1.97,3.16,0.65,45,1.3,47,0.81,0,13.17,13.58,3.35,2.49,0.46,40.75,5.08,39,1.51,61,0.14,0,0,30.29,76,2.62,14,48,2.54,5,14,76,0,49.11,3.25,0.34,0.44,25.56,91,3.43,5.08,1.3,0.76,0.54,0.08,0.97,1.73,0.08,31,0.49,35,0.14,32,60,8,33,58,9,19.63,16.23,0.92,103,-3.4,18.15,16.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,4.64,30,0.17,0.03,0.04,-0.02,0,0.22,
